Index,sentence_ko,sentence_en,topic_label,emotion
1556,듣기 거북하다.,It’s unpleasant to hear.,Venting,anger
1557,이것들은 내란죄로 다 감옥 보내야 나라가 산다~ 대한민국 후진국 되었네~,These people need to be jailed for treason to save the country. Korea’s a backward nation now.,North Korea,annoyance
1558,챙피해,So embarrassing.,Venting,annoyance
1559,셋다 사라져라,All three of them need to go.,People,neutral
1560,윤이조,"Yoon, Lee, Cho.",People,confusion
1561,각하가 곧 국가냐?…,Is the President the nation now?... ,Venting,curiosity
1562,역사책에서나 보던 일을 현실에서 맛볼줄이야… 오 마이 갓…,Never thought I’d witness something I only read about in history books... Oh my god...,Venting,anger
1563,한동훈은 국민의힘의 적이다,Han Dong-hoon is the enemy within People Power.,People,curiosity
1564,반위헌정당 민주당을 먼저 해산시키고 게엄령 해제하면 되긋다,"Dissolve the anti-constitutional Democratic Party first, then lift martial law.",Politics & Economics,annoyance
1565,"국회 절대 다수를 차지하고 범죄자 이재명 방탄을 위해 수단 방법을 가리지 않고 벌이는 국정마비, 정권찬탈 추구가 그런 극단적 조치를 촉발했지.",Paralyzing the government and trying to seize power to shield criminal Lee Jae-myung is what led to this extreme action.,People,anger
1566,50년 발전하면 뭐하나 딸깍으로 50년 되돌아갔다,What good is 50 years of development if one snap undoes it all?,Politics & Economics,disgust
1567,타인 명의 도용해온 찐 드루킹 범죄자와 같이 할 찐 국민 없고 특검챤성 입장에서 감찰관 추진 내세워 검찰공화국 호위무사 도우미가?얼굴 시뻘개서 담화문 선포 마치 이미 소식 알고 기다렸단듯이 반대한다 속보?,A real Druking-style criminal stealing IDs and pushing investigations while playing dumb. That press conference was a setup.,Politics & Economics,curiosity
1568,일단 와국인 입국 및 외국인 투자 나가리.,"First thing: foreigners will stop coming in, and investors will pull out.",Politics & Economics,amusement
1569,외국 자본도 나가고..계엄 선포한 나라에 누가 돈 들고 들어오냐?,No one’s bringing money into a country under martial law.,Others,embarrassment
1570,ㅎㅎㅎ 하고싶은거 다해보는거야????,"Hahaha, are you just doing everything you ever wanted?",Venting,sadness
1571,마지막 발악???,Your last gasp???,People,disapproval
1572,국회 문이나 얼른 열어라.,Just open the National Assembly doors already.,Others,curiosity
1573,"한동훈, 국민의 힘 제발 정신 차리자.","Han Dong-hoon, People Power—get it together.",People,curiosity
1574,좌파정권 들어서면 또다시 국가는 후퇴하고 범죄자들의 카르텔로 또다시 성역을 세우겠지 ~서로들 나랏돈 빼먹고 안봐도 비디오다,"If the left takes power again, they’ll just build another crime cartel and rob the country blind—it’s so obvious.",North Korea,anger
1575,이번 기회에 7시 느그고향 독립시키고 안 되면 가자지구처럼 장벽몸,"While we’re at it, let’s make your hometown an independent zone. If not, build a wall like Gaza.",North Korea,curiosity
1577,둘이 감빵 동기해라,You two can be cellmates.,Venting,annoyance
1578,니도 한동훈 좌파하고 똑같다 더러운 여자야,"You’re just like Han Dong-hoon and those leftists, you filthy woman.",People,approval
1579,혼란스런 와중에ㅈ 오세훈 이놈은 또 거짖말 거짖말 남탓 남탓만 하네요,"In the middle of this chaos, Oh Se-hoon is lying again, blaming others.",People,neutral
1580,이렇게 국민을 속이려 하는구나,So this is how you try to fool the people.,Venting,neutral
1581,하이고 이거 외국보기에도 부끄러워서 원...,"Ugh, this is so embarrassing internationally...",Venting,disapproval
1582,다른건 다 이해해도 그 부분이 너무 아쉽다.,"Even if I understand the rest, that part really disappointed me.",Venting,realization
1583,한동훈 ᆢ 최근 니 한테 크게 실망이다 ~!!,Han Dong-hoon... I’m truly disappointed in you recently~!!,People,anger
1584,김그린 혼자서 독식하네,Kim Green is monopolizing everything.,North Korea,neutral
1585,네이버 댓글창은 ㅋㅋ 역시 악질범죄자백수야 .,"Naver comment section, lol—full of criminal losers.",Punishment,anger
1586,전부 김그린 부켈아뒤네 조회수조작하고 ㅎㅎ 김그린이 중공놈이라는 소문이 사실인가보네,"All of these are Kim Green’s fake accounts manipulating views, haha. Is the rumor true that Kim Green is Chinese Communist?",North Korea,anger
1587,장관해임으로 되겠니,Is dismissing the minister enough?,Venting,anger
1588,뭔 구국의 결단이라도 한줄 알았더니 국회로 의원들 다 모이게 해서 2시간 반만에 계엄해제?,"I thought this was some grand national move, but it ends in 2.5 hours with the Assembly lifting it?",Others,confusion
1589,계엄이 장난이냐?,Is martial law a joke?,Others,disapproval
1590,결국은 이재명 살려주기만 하는꼴 된거아니냐고 못난양반아,"In the end, all he did was save Lee Jae-myung. What a failure.",People,anger
1591,나라를 좀먹게하는 반국가 세력들을 척결해야 나라가 바로섭니다,We must root out anti-state forces that are rotting this country from within.,North Korea,approval
1592,멸공!,Down with communism!,Politics & Economics,anger
1594,참모총장이 직접 나서는 순서로 돌잎하는군. ....,Even the Joint Chiefs are stepping up...,Others,disgust
1595,전두환이ㅇ부활하는 수 밖에~~~,Only thing left is for Chun Doo-hwan to come back~~,People,anger
1596,"국정마비시키고 예산 전부 삭감에, 김건희 물고 늘어지면서 탄핵외쳐대던 자들이, 국회에서 일은 안 하고 장외투쟁 시위하고.!","They froze the government, slashed all budgets, harped on Kim Gun-hee, and screamed impeachment—while not working in the Assembly but protesting outside!",Others,approval
1597,무엇보다 자기네들 연봉 올리는데엔 한없이 너그러운 국개의원들!!!,Yet they were all too generous when it came to raising their own salaries!!!,Politics & Economics,annoyance
1598,이런 상황에서 대통령은 적법하에 계엄을 발휘했는데 뭐가 문제니?,"In this situation, the President acted legally with martial law—what’s the issue?",Others,anger
1599,국개의원들이 나라 망쳐먹고 있어~!!!,Lawmakers are ruining this country~!!!,Others,anger
1600,다시 공산당.,Back to communism again.,Politics & Economics,anger
1601,우세.,Ugh.,Venting,neutral
1602,돈버는 사람들은.,To the ones making money:,Politics & Economics,realization
1603,세금 준비해라. ㅜㅜ,Get ready to pay taxes. 😢,People,curiosity
1604,동훈이형 세발!!!!!!,"Brother Dong-hoon, charge!!!!",People,disgust
1605,윤까지 다 닮아가 비슷비슷하네,Even Yoon’s starting to resemble him—they’re all the same now.,People,anger
1607,시청률 대박아니냐 상줘라~~~,Ratings must’ve been amazing. Give them an award~~,Venting,sadness
1608,참내~~~알았으니 고마해라~~곧 예수 하고 전쟁 한다고 하것네,"Come on~~~ we get it, stop it now~~ next they’ll say Jesus is coming and declare war.",Others,annoyance
1609,제발 법의 심판을 받아라 🙏,Please face justice 🙏,Punishment,approval
1610,이번에 좀 제대로해서 솎아내자!!,Let’s really clean house this time!!,People,neutral
1611,민주당 민노총 치가떨린다..,I can’t stand the Democratic Party and the KCTU...,Politics & Economics,neutral
1612,정상적이지 못한건 국민들도 다알고 있어!!,The people know this situation is not normal!!,Venting,disappointment
1613,잘했다,Well done.,Others,anger
1616,나랏일을 아님말고 식으로해?,"Is this how you run a country—“Oops, my bad” style?",Venting,embarrassment
1617,광주에서 나고 자란 청년이 이런 피가 거꾸로 솟는 속보를 제 입으로 알려야 했다니..,"As someone who was born and raised in Gwangju, it makes my blood boil to be the one sharing this news...",People,neutral
1618,미치광이 대통령 한 사람 때문에 대체 무슨 촌극인가.,"What a farce, all because of one mad president.",People,neutral
1620,장관이 한건맞아?,Was it really the minister who did this?,Venting,neutral
1621,제대로. 한일.,Did he do *anything* right?,Venting,amusement
1622,하나.,Anything right.,Venting,approval
1623,없었는데.,Not even one.,Venting,neutral
1624,나라망신 이거하나 제대로 했네.,At least he succeeded in embarrassing the whole nation.,Venting,anger
1625,탄핵되기 싫어.,To avoid impeachment...,Punishment,anger
1627,책임은.,And now...,Venting,fear
1628,분명 져야 할것이다,He must be held accountable.,Punishment,admiration
1630,너 하나로 전세계 뉴스로 아주 구석구석 망신을 당하는 구나..,"Thanks to you, Korea is now a joke in global headlines.",North Korea,approval
1631,한번은 썰고 가야합니다,Time to swing the blade once and for all.,People,approval
1632,종북 간첩들이ㅈ너무 많아졎습니다,There are far too many pro-North spies now.,North Korea,annoyance
1634,한번 몰살 시키고ㅈ갑시다 더 좋은것은 근거지.,Let’s wipe them all out and rebuild. The root is the problem.,Venting,confusion
1635,평양을 현무5로 조지고 통일 갑시다 종북 좌파들 어찌 나오나ㅈ봅시다,Let’s blast Pyongyang with Hyunmoo-5 and go for unification. Let’s see how the left reacts.,North Korea,embarrassment
1636,국회 필요없이 용산으로 정치하겠어~,Forget the National Assembly—I’ll rule from Yongsan~,Others,anger
1637,어이 병주야,"Hey, Byung-joo.",People,anger
1638,니들 북한이었으면 곡사포 처형 당했어 계엄령은 잘못 됐지면 원인 제공한 니넘들도 문제야,"If this were North Korea, you’d be executed by artillery. Sure, martial law was wrong, but you guys caused it too.",Others,disapproval
1639,어디 전과 4범 똘짓거리 하는게 4성장군이라고,Is that four-time offender acting like a four-star general?,Venting,approval
1640,그러게 술좀 작작마셔라.,I told you—drink less.,Venting,approval
1641,석렬아!,Seok-ryeol!,People,annoyance
1642,일단 이런 자폭성 계엄령을 저지른게 과연 윤석렬이 선택한걸까?,Was this suicidal martial law really Yoon’s decision?,People,anger
1643,청와대 국무위원중 누군가 건의했고 이걸 야당에 먼저 던져주고~ 아님 윤석렬이 민주당과 짜고 친 고스톱일까?,Did a cabinet member suggest it? Or did he leak it to the opposition first? Or is he playing 4D chess with the Democratic Party?,Politics & Economics,disapproval
1644,어떻게 윤석렬이 발표한시점에 벌써 의사당 안에 자리를 잡고 있었든건지?,How were they already seated inside the Assembly when Yoon made the announcement?,People,anger
1645,국무위원중 누군가 정보를 미리 흘렸을수도 있고~ 여튼 모든게 윤석렬의 오판이였지만 이렇게 된 단초를 제공한것중 일부는 민주당의 책임이 49%다.,"Did someone in the cabinet leak it in advance? Either way, Yoon’s misjudgment started it, but 49% of the blame lies with the Democratic Party.",People,anger
1647,지금까지 거니사랑팬클럽회장의 무대였습니다.,That was another episode of the Gunhee Fan Club President Show.,Others,curiosity
